Unnamed: 0,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,ram_gb,ram_type,is_ram_expandable,storage_gb,storage_type,processor_brand,processor_tier,processor_generation,cpu_speed_ghz,display_size,display_type,gpu_type,gpu_brand,weight_kg,battery_hours,battery_wh,battery_chemistry,adapter_wattage,casing_material,ram_weight_kg,processor_weight_kg,battery_weight_kg,display_weight_kg,storage_weight_kg,casing_weight_kg,ram_erp,processor_erp,battery_erp,display_erp,storage_erp,casing_erp,total_erp,ram_method,processor_method,battery_method,display_method,storage_method,casing_method,ram_ghg,processor_ghg,battery_ghg,display_ghg,storage_ghg,casing_ghg,total_ghg
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6 ,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,4,DDR4,0,64,SSD,Intel,i7,10,2.0,11.6,IPS,Integrated,Intel,0.8,12.0,72.0,Li-ion,45,Plastic,0.016,0.035,0.432,0.3016,0.01,0.1,352.7168000000001,5857.061000000001,20215.612800000003,865.133568,146.495,0.0,27230.48445816001,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.14700000000000002,1.8144,0.24128,0.085,0.03,2.45368
1,Lenovo,Lenovo Ideapad Slim 3 (82KU017KIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594497::computer::laptops,36289,AMD Hexa-Core Ryzen 5,AMD, 12 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life,8,DDR4,1,512,SSD,AMD,i5,10,4.0,15.6,IPS,Dedicated,AMD,1.92,11.0,66.0,Li-ion,65,Plastic,0.032,0.03,0.396,0.40559999999999996,0.01,1.0464,705.4336000000002,5020.338000000001,18530.978400000004,1163.455488,146.495,0.0,26258.09714865834,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.6632000000000002,0.32448,0.085,0.31392,2.7846
3,Dell,Dell G15-5520 (D560822WIN9B) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::595299::computer::laptops,78500,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR5 RAM , 3.3 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,56, Upto 10 Hrs Battery Life,16,DDR5,1,512,SSD,Intel,i5,12,3.3,15.6,IPS,Dedicated,NVIDIA,1.92,10.0,60.0,Li-ion,56,Aluminum,0.064,0.03,0.36,0.40559999999999996,0.01,1.0504,1410.8672000000004,5020.338000000001,16846.344,1163.455488,146.495,5876.147679999999,30887.690266091293,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,1.512,0.32448,0.085,0.8403200000000001,3.4318
4,HP,HP 15s-fy5007TU (91R03PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::616095::computer::laptops,55490,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7.30 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i5,12,4.2,15.6,IPS,Integrated,Intel,1.52,7.3,43.8,Li-ion,65,Plastic,0.032,0.03,0.2628,0.40559999999999996,0.01,0.7796000000000001,705.4336000000002,5020.338000000001,12297.83112,1163.455488,146.495,0.0,19447.998351218645,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.1037599999999999,0.32448,0.085,0.23388,2.14512
6,Infinix,Infinix Inbook Y2 Plus XL29 Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615700::computer::laptops,21990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 1.7 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 8 Hrs Battery Life,8,DDR4,0,512,SSD,Intel,i3,11,1.7,15.6,IPS,Integrated,Intel,1.52,8.0,48.0,Li-ion,45,Plastic,0.032,0.025,0.28800000000000003,0.40559999999999996,0.01,0.7594000000000001,705.4336000000002,4183.615000000001,13477.075200000005,1163.455488,146.495,0.0,19269.98212093949,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.2096000000000002,0.32448,0.085,0.22782000000000002,2.2239
7,Acer,Acer One 14 Z8-415 (UN.599SI.020) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::616145::computer::laptops,34990,Intel Core i5 (11th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR4 RAM ,0,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,16,DDR4,1,512,SSD,Intel,i5,11,2.5,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,45,Plastic,0.064,0.03,0.28800000000000003,0.364,0.01,0.44399999999999995,1410.8672000000004,5020.338000000001,13477.075200000005,1044.12672,146.495,0.0,20663.413843349797,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.126,1.2096000000000002,0.2912,0.085,0.13319999999999999,2.3890000000000002
8,HP,HP 14s-fq1092AU (50M60PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::594309::computer::laptops,49599,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,8,DDR4,1,512,SSD,AMD,i5,10,4.0,14.0,IPS,Dedicated,AMD,1.6,9.0,54.0,Li-ion,65,Plastic,0.032,0.03,0.324,0.364,0.01,0.8400000000000001,705.4336000000002,5020.338000000001,15161.709600000004,1044.12672,146.495,0.0,21492.702390444894,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.3608,0.2912,0.085,0.252,2.3869999999999996
9,Acer,Acer One 14 Z8-415 (UN.599SI.018) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::616155::computer::laptops,39990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,8,DDR4,1,512,SSD,Intel,i5,11,2.5,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,45,Plastic,0.032,0.03,0.28800000000000003,0.364,0.01,0.476,705.4336000000002,5020.338000000001,13477.075200000005,1044.12672,146.495,0.0,20841.52462209817,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.2912,0.085,0.14279999999999998,2.1266
10,Lenovo,Lenovo Ideapad S145 (81VD008PIN) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | DOS | 1 TB HDD)::579826::computer::laptops,33111,Intel Core i3 (8th Gen),Intel, 12 GB Expandable,4 GB , DDR4 RAM , 2.2 Ghz Processor,LED,15.6 ,UHD 620,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter,4,DDR4,1,1024,HDD,Intel,i3,8,2.2,15.6,IPS,Integrated,Intel,1.82,8.0,48.0,Li-ion,45,Plastic,0.016,0.025,0.28800000000000003,0.40559999999999996,0.07,1.0154,352.7168000000001,4183.615000000001,13477.075200000005,1163.455488,400.89000000000004,0.0,19696.52876836379,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Mechanical_Separation,Refurbishment,0.136,0.10500000000000001,1.2096000000000002,0.32448,0.05600000000000001,0.30462,2.1357000000000004
11,ASUS,ASUS TUF Gaming F15 FX506HF-HN075W Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::613032::computer::laptops,48990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.9 Ghz Processor,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,8,DDR4,0,512,SSD,Intel,i5,11,2.9,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,150,Plastic,0.032,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1543999999999999,705.4336000000002,5020.338000000001,13477.075200000005,1163.455488,146.495,0.0,20768.88632457132,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.32448,0.085,0.34631999999999996,2.3634
12,Lenovo,Lenovo LOQ 15APH8 (82XT004JIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::612854::computer::laptops,92990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR5 RAM , 3.4 Ghz Processor,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,170, Upto 9.5 Hrs Battery Life,16,DDR5,1,512,SSD,AMD,i7,10,3.4,15.6,IPS,Dedicated,NVIDIA,1.92,9.5,57.0,Li-ion,170,Aluminum,0.064,0.035,0.342,0.40559999999999996,0.01,1.0634,1410.8672000000004,5857.061000000001,16004.026800000003,1163.455488,146.495,5948.872279999999,29652.56207220871,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.4364000000000001,0.32448,0.085,0.8507199999999999,3.3876
14,HP,HP 15s-eq1580AU (834S2PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::615979::computer::laptops,31490,AMD Dual-Core Ryzen 3,AMD,Not Expandable,8 GB , DDR4 RAM, 2.6 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life,8,DDR4,0,512,SSD,AMD,i3,10,2.6,15.6,IPS,Dedicated,AMD,1.92,7.0,42.0,Li-ion,65,Plastic,0.032,0.025,0.252,0.40559999999999996,0.01,1.1954,705.4336000000002,4183.615000000001,11792.440800000004,1163.455488,146.495,0.0,18498.701179477095,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.0584,0.32448,0.085,0.35862,2.2035
15,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.003) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::611409::computer::laptops,104990,Intel Core i7 (13th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,16 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter,16,DDR5,1,1024,SSD,Intel,i7,13,2.5,16.0,IPS,Dedicated,NVIDIA,2.0,8.0,48.0,Li-ion,230,Aluminum,0.064,0.035,0.28800000000000003,0.416,0.01,1.187,1410.8672000000004,5857.061000000001,13477.075200000005,1193.28768,146.495,6640.3153999999995,29298.068395596285,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.2096000000000002,0.3328,0.085,0.9496000000000001,3.2680000000000007
16,HP,HP 14s-dy2508TU (6X360PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::597128::computer::laptops,44999,Intel Core i3 (11th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 1.7 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 9.45 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i3,11,1.7,14.0,IPS,Integrated,Intel,1.2,9.45,56.7,Li-ion,65,Plastic,0.032,0.025,0.3402,0.364,0.01,0.42879999999999996,705.4336000000002,4183.615000000001,15919.79508,1044.12672,146.495,0.0,21619.76225310601,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.42884,0.2912,0.085,0.12863999999999998,2.31068
17,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.006) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::612876::computer::laptops,112980,Intel Core i7 (13th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,16 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230,230W Adapter,16,DDR5,1,1024,SSD,Intel,i7,13,2.5,16.0,IPS,Dedicated,NVIDIA,2.0,8.0,48.0,Li-ion,230,Aluminum,0.064,0.035,0.28800000000000003,0.416,0.01,1.187,1410.8672000000004,5857.061000000001,13477.075200000005,1193.28768,146.495,6640.3153999999995,28176.724873677304,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.2096000000000002,0.3328,0.085,0.9496000000000001,3.2680000000000007
18,Dell,Dell Vostro 3420 (293420GT2FWO2MC2IN) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::600396::computer::laptops,52800,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i5,12,3.3,14.0,IPS,Integrated,Intel,1.2,7.0,42.0,Li-ion,65,Plastic,0.032,0.03,0.252,0.364,0.01,0.512,705.4336000000002,5020.338000000001,11792.440800000004,1044.12672,146.495,0.0,18353.44616950247,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.0584,0.2912,0.085,0.1536,1.9861999999999997
19,ASUS,ASUS VivoBook 14 X415EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596964::computer::laptops,36990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i3,11,3.0,14.0,IPS,Integrated,Intel,1.2,6.0,36.0,Li-ion,65,Plastic,0.032,0.025,0.216,0.364,0.01,0.5529999999999999,705.4336000000002,4183.615000000001,10107.806400000001,1044.12672,146.495,0.0,15997.347271908891,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,0.9072,0.2912,0.085,0.16589999999999996,1.8263
20,Tecno,Tecno MEGABOOK T1 Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::613324::computer::laptops,47999,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 17.5 Hrs Battery Life,16,DDR4,1,512,SSD,Intel,i5,11,4.7,15.6,IPS,Integrated,Intel,1.52,17.5,100.0,Li-ion,65,Plastic,0.064,0.03,0.6,0.40559999999999996,0.01,0.4104000000000001,1410.8672000000004,5020.338000000001,28077.239999999998,1163.455488,146.495,0.0,35871.59982784159,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.126,2.52,0.32448,0.085,0.12312000000000002,3.7226
21,Acer,Acer Nitro V ANV15-51 (UN.QN8SI.001) Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::613400::computer::laptops,77860,Intel Core i5 (13th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter,16,DDR5,1,512,SSD,Intel,i5,13,2.5,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,135,Magnesium_Alloy,0.064,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1223999999999998,1410.8672000000004,5020.338000000001,13477.075200000005,1163.455488,146.495,4136.26848,25250.96936909034,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,1.2096000000000002,0.32448,0.085,0.8979199999999999,3.1870000000000003
22,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101PCIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::615134::computer::laptops,49900,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.1 Ghz Processor,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,Upto 6.5 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i5,11,3.1,15.6,IPS,Dedicated,NVIDIA,1.92,6.5,39.0,Li-ion,65,Plastic,0.032,0.03,0.234,0.40559999999999996,0.01,1.2084,705.4336000000002,5020.338000000001,10950.123600000003,1163.455488,146.495,0.0,17760.550459887054,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,0.9828000000000001,0.32448,0.085,0.36251999999999995,2.1528
23,HP,HP Pavilion 14-dv2153TU (8Y2S3PA) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::613601::computer::laptops,69999,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,1024 GB SSD Storage,No HDD,no,,16,DDR4,1,1024,SSD,Intel,i5,12,4.2,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,65,Magnesium_Alloy,0.064,0.03,0.28800000000000003,0.364,0.01,0.44399999999999995,1410.8672000000004,5020.338000000001,13477.075200000005,1044.12672,146.495,1636.2287999999999,22887.710332317663,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,1.2096000000000002,0.2912,0.085,0.35519999999999996,2.611
24,Acer,Acer Aspire 3 A315-59 (NX.K6TSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597262::computer::laptops,36990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter,8,DDR4,1,512,SSD,Intel,i5,12,3.3,15.6,IPS,Integrated,Intel,1.52,8.0,48.0,Li-ion,45,Plastic,0.032,0.03,0.28800000000000003,0.40559999999999996,0.01,0.7544,705.4336000000002,5020.338000000001,13477.075200000005,1163.455488,146.495,0.0,20069.097926548555,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.32448,0.085,0.22631999999999997,2.2434
25,Lenovo,Lenovo Ideapad 3 15ITL6 (82H801L7IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594573::computer::laptops,33900,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 4.0 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i3,11,4.0,15.6,IPS,Integrated,Intel,1.52,12.0,72.0,Li-ion,45,Plastic,0.032,0.025,0.432,0.40559999999999996,0.01,0.6154000000000001,705.4336000000002,4183.615000000001,20215.612800000003,1163.455488,146.495,0.0,26085.18678173284,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.8144,0.32448,0.085,0.18462,2.7855
26,HP,HP 14s-fy1005AU (6Y6R8PA) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::596972::computer::laptops,60990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,16,DDR4,0,512,SSD,AMD,i7,10,4.2,14.0,IPS,Dedicated,AMD,1.6,8.0,48.0,Li-ion,65,Magnesium_Alloy,0.064,0.035,0.28800000000000003,0.364,0.01,0.8390000000000001,1410.8672000000004,5857.061000000001,13477.075200000005,1044.12672,146.495,3091.8828,24826.830118477123,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.2096000000000002,0.2912,0.085,0.6712000000000001,2.9480000000000004
27,Lenovo,Lenovo Ideapad Slim 3 15ITL6 (82H803LKIN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::615418::computer::laptops,40990,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 7 Hrs Battery Life,16,DDR4,1,512,SSD,Intel,i5,11,2.5,15.6,IPS,Integrated,Intel,1.52,7.0,42.0,Li-ion,65,Plastic,0.064,0.03,0.252,0.40559999999999996,0.01,0.7584000000000001,1410.8672000000004,5020.338000000001,11792.440800000004,1163.455488,146.495,0.0,19482.109815879052,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.126,1.0584,0.32448,0.085,0.22752,2.3654
28,Xiaomi,Xiaomi RedmiBook 15 e-Learning Edition Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::587679::computer::laptops,31490,Intel Core i3 (11th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,8,DDR4,1,256,SSD,Intel,i3,11,3.0,15.6,IPS,Integrated,Intel,1.52,10.0,60.0,Li-ion,65,Plastic,0.032,0.025,0.36,0.40559999999999996,0.01,0.6874,705.4336000000002,4183.615000000001,16846.344,1163.455488,146.495,0.0,23439.661760245137,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.512,0.32448,0.085,0.20622,2.5047
29,Lenovo,Lenovo Ideapad Slim 5 14IMH9 (83DA0049IN) Laptop (14 Inch | Core Ultra 5 | 16 GB | Windows 11 | 1 TB SSD)::616284::computer::laptops,80990,Intel Core Ultra 5,Intel, 16 GB Expandable,16 GB LP, LPDDR5X RAM , 4.2 Ghz Processor,LED,14 ,Arc,Intel,1024 GB SSD Storage,No HDD,no,Upto 5 Hrs Battery Life,16,DDR5,1,1024,SSD,Intel,i5,10,4.2,14.0,IPS,Integrated,Intel,1.2,5.0,30.0,Li-ion,65,Aluminum,0.064,0.03,0.18,0.364,0.01,0.5519999999999999,1410.8672000000004,5020.338000000001,8423.172,1044.12672,146.495,3087.9984,18788.22887673461,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,0.756,0.2912,0.085,0.4416,2.2438000000000002
31,Lenovo,Lenovo Ideapad Gaming 3 15IHU6 (82K101GSIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599086::computer::laptops,50990,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.5 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135, Upto 8 Hrs Battery Life,8,DDR4,0,512,SSD,Intel,i5,11,2.5,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,135,Plastic,0.032,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1543999999999999,705.4336000000002,5020.338000000001,13477.075200000005,1163.455488,146.495,0.0,20530.316576981222,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.32448,0.085,0.34631999999999996,2.3634
32,ASUS,ASUS TUF Gaming F17 FX706HF-HX018W Laptop (17.3 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::611247::computer::laptops,57990,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.7 Ghz Processor,LCD,17.3 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,8,DDR4,1,512,SSD,Intel,i5,11,2.7,17.3,IPS,Dedicated,NVIDIA,2.26,8.0,48.0,Li-ion,150,Plastic,0.032,0.03,0.28800000000000003,0.4498,0.01,1.4501999999999997,705.4336000000002,5020.338000000001,13477.075200000005,1290.242304,146.495,0.0,20754.027999987786,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.35984,0.085,0.4350599999999999,2.4875000000000003
33,HP,HP 14s- dq3032tu (637S3PA) Laptop (14 Inch | Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::594568::computer::laptops,25449,Intel Celeron Dual-Core,Intel,Not Expandable,8 GB , DDR4 RAM, 2.8 Ghz Processor,LCD,14 ,UHD,Intel,256 GB SSD Storage,No HDD,41, Upto 12 Hrs Battery Life,8,DDR4,0,256,SSD,Intel,i3,10,2.8,14.0,IPS,Integrated,Intel,1.2,12.0,72.0,Li-ion,41,Plastic,0.032,0.025,0.432,0.364,0.01,0.33699999999999997,705.4336000000002,4183.615000000001,20215.612800000003,1044.12672,146.495,0.0,25579.710231610796,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.8144,0.2912,0.085,0.10109999999999998,2.6687
